limite,cuenta_corriente,escolaridad,estado_civil,edad,valor_factura,valor_pago,moroso,iu,rango_edad
60220,Si,2.Universidad,Casado/a,58,60100.1622,60100.1622,0,0.99801,50+
15055,Si,2.Universidad,Casado/a,48,1413.9656,710.596,0,0.09392,40-50
96352,No,3.Pos-graduación,Soltero/a,28,1046.9247,602.2,0,0.010865625,20-30
141517,Si,2.Universidad,Casado/a,27,18693.4924,903.6011,0,0.1320936170212766,20-30
6022,Si,3.Pos-graduación,Soltero/a,23,5115.0868,602.2,0,0.8494,20-30
24088,Si,2.Universidad,Soltero/a,23,7177.3207,481.76,0,0.2979625,20-30
33121,Si,2.Universidad,Casado/a,55,4854.6353,481.76,0,0.14657272727272727,50+
126462,No,2.Universidad,Casado/a,34,24022.6613,9033.0,0,0.1899595238095238,30-40
24088,Si,2.Universidad,Soltero/a,22,23925.1049,602.2,0,0.9932374999999999,20-30
105385,Si,2.Universidad,Casado/a,31,20642.5127,915.0429,0,0.19587714285714286,30-40
150550,No,1.Colegio,Casado/a,39,99986.5781,7527.5,0,0.664142,30-40
147539,Si,3.Pos-graduación,Casado/a,38,1426.6118,1426.6118,0,0.00966938775510204,30-40
24088,Si,1.Colegio,Casado/a,57,218.5986,0.0,1,0.009075,50+
12044,Si,2.Universidad,Soltero/a,23,6445.3466,602.2,0,0.53515,20-30
42154,Si,2.Universidad,Soltero/a,23,13291.7584,632.31,0,0.3153142857142857,20-30
15055,Si,1.Colegio,Soltero/a,49,2029.7151,602.2,0,0.13482,40-50
9033,Si,2.Universidad,Soltero/a,25,7909.5959,401.3663,0,0.8756333333333334,20-30
12044,Si,3.Pos-graduación,Soltero/a,29,8859.8675,1023.74,0,0.735625,20-30
30110,Si,1.Colegio,Casado/a,43,15531.3402,662.42,0,0.5158200000000001,40-50
78286,No,3.Pos-graduación,Casado/a,41,859.0383,859.0383,0,0.010973076923076924,40-50
9033,Si,1.Colegio,Soltero/a,52,737.695,0.0,1,0.08166666666666668,50+
60220,No,3.Pos-graduación,Soltero/a,32,13416.1127,523.6129,0,0.22278499999999998,30-40
9033,Si,2.Universidad,Casado/a,46,8693.9614,446.8324,0,0.9624666666666667,40-50
42154,Si,2.Universidad,Casado/a,39,27200.4707,903.3,0,0.6452642857142857,30-40
24088,Si,1.Colegio,Casado/a,40,11165.3902,602.2,0,0.463525,30-40
150550,Si,1.Colegio,Casado/a,38,2514.4861,2514.4861,0,0.016702,30-40
54198,No,3.Pos-graduación,Casado/a,45,996.641,996.641,0,0.01838888888888889,40-50
45165,No,3.Pos-graduación,Soltero/a,33,15133.8882,1806.6,0,0.33508,30-40
84308,Si,2.Universidad,Soltero/a,27,1557.8914,1557.8914,0,0.018478571428571428,20-30
15055,Si,2.Universidad,Casado/a,43,7401.038,541.98,0,0.4916,40-50
6022,Si,2.Universidad,Casado/a,43,4919.974,391.43,0,0.8170000000000001,40-50
69253,Si,3.Pos-graduación,Soltero/a,38,68443.3421,2634.625,0,0.9883086956521738,30-40
15055,No,1.Colegio,Soltero/a,57,14589.8005,598.5868,0,0.9691,50+
21077,Si,2.Universidad,Soltero/a,23,15598.1844,903.3,0,0.7400571428571429,20-30
93341,No,3.Pos-graduación,Soltero/a,30,496.2128,391.43,0,0.0053161290322580644,20-30
54198,Si,2.Universidad,Casado/a,30,4057.6236,4057.6236,0,0.07486666666666666,20-30
27099,Si,2.Universidad,Soltero/a,24,6856.3481,437.7994,0,0.25301111111111113,20-30
117429,No,2.Universidad,Soltero/a,28,42091.9734,2422.6506,0,0.35844615384615386,20-30
45165,Si,1.Colegio,Casado/a,34,101.4707,101.4707,0,0.0022466666666666663,30-40
120440,No,2.Universidad,Soltero/a,37,4536.3726,909.0209,0,0.037665,30-40
24088,Si,2.Universidad,Casado/a,32,7736.7645,379.0849,0,0.3211875,30-40
96352,No,3.Pos-graduación,Soltero/a,27,60088.4193,1821.0528,0,0.623634375,20-30
60220,No,3.Pos-graduación,Soltero/a,31,30.11,30.11,0,0.0005,30-40
51187,Si,3.Pos-graduación,Soltero/a,28,40316.3867,1686.16,0,0.7876294117647059,20-30
60220,No,3.Pos-graduación,Casado/a,36,3461.4456,3461.4456,0,0.05748,30-40
66242,No,2.Universidad,Soltero/a,25,46939.3823,3011.0,0,0.7086045454545454,20-30
24088,Si,2.Universidad,Soltero/a,40,17655.6007,662.42,0,0.7329625,30-40
15055,No,3.Pos-graduación,Soltero/a,30,1551.2672,692.53,0,0.10304,20-30
36132,Si,2.Universidad,Soltero/a,26,3733.3389,451.65,0,0.103325,20-30
15055,No,3.Pos-graduación,Soltero/a,27,2973.6636,903.3,0,0.19752,20-30
108396,Si,3.Pos-graduación,Soltero/a,27,8267.0016,8267.0016,0,0.07626666666666666,20-30
150550,No,3.Pos-graduación,Soltero/a,32,116799.701,7532.3176,0,0.77582,30-40
42154,Si,1.Colegio,Casado/a,46,21068.5692,903.3,0,0.4998,40-50
9033,No,1.Colegio,Casado/a,45,7239.9495,2378.69,0,0.8015,40-50
21077,No,1.Colegio,Casado/a,30,6205.9721,407.0872,0,0.2944428571428571,20-30
105385,No,3.Pos-graduación,Casado/a,48,14446.1758,628.3957,0,0.13708,40-50
27099,Si,3.Pos-graduación,Soltero/a,23,7530.8121,1806.6,0,0.2779,20-30
15055,Si,3.Pos-graduación,Soltero/a,24,8521.13,541.98,0,0.566,20-30
33121,No,3.Pos-graduación,Casado/a,40,3934.1726,1499.478,0,0.11878181818181818,30-40
6022,Si,3.Pos-graduación,Soltero/a,24,239.6756,239.6756,0,0.0398,20-30
9033,Si,2.Universidad,Soltero/a,24,8554.8532,532.0437,0,0.9470666666666666,20-30
54198,No,3.Pos-graduación,Soltero/a,27,4422.5568,1053.85,0,0.0816,20-30
6022,No,2.Universidad,Casado/a,46,2037.5437,337.8342,0,0.33835,40-50
54198,Si,3.Pos-graduación,Soltero/a,36,6382.4167,6382.4167,0,0.11776111111111111,30-40
60220,No,3.Pos-graduación,Casado/a,34,1206.2066,1206.2066,0,0.02003,30-40
78286,Si,2.Universidad,Soltero/a,24,18182.2246,752.75,0,0.23225384615384617,20-30
96352,No,3.Pos-graduación,Casado/a,60,1043.3115,1043.3115,0,0.010828125000000001,50+
9033,No,2.Universidad,Soltero/a,32,2729.4715,451.65,0,0.3021666666666667,30-40
15055,Si,2.Universidad,Casado/a,36,5312.9095,395.6454,0,0.3529,30-40
15055,No,2.Universidad,Soltero/a,30,1955.6445,602.2,0,0.12990000000000002,20-30
27099,Si,2.Universidad,Soltero/a,29,15682.4924,3011.0,0,0.5787111111111111,20-30
72264,No,3.Pos-graduación,Soltero/a,34,1800.2769,0.0,1,0.0249125,30-40
54198,Si,2.Universidad,Casado/a,32,4519.2099,0.0,1,0.08338333333333334,30-40
60220,Si,2.Universidad,Casado/a,32,3068.209,3068.209,0,0.050949999999999995,30-40
15055,Si,3.Pos-graduación,Soltero/a,25,10426.7919,572.09,0,0.69258,20-30
15055,No,2.Universidad,Casado/a,44,379.6871,379.6871,0,0.02522,40-50
24088,Si,2.Universidad,Soltero/a,24,361.32,0.0,1,0.015,20-30
15055,Si,2.Universidad,Soltero/a,23,1187.5384,1187.5384,0,0.07887999999999999,20-30
108396,Si,3.Pos-graduación,Soltero/a,29,2461.1914,301.1,0,0.02270555555555556,20-30
72264,Si,2.Universidad,Casado/a,37,65356.1638,2448.2441,0,0.9044083333333334,30-40
15055,No,2.Universidad,Casado/a,59,14597.0269,653.0859,0,0.96958,50+
141517,No,2.Universidad,Soltero/a,33,54561.4277,12047.6132,0,0.3855468085106383,30-40
48176,Si,1.Colegio,Casado/a,51,301.1,0.0,1,0.00625,50+
9033,No,3.Pos-graduación,Casado/a,27,4060.0324,605.5121,0,0.4494666666666667,20-30
150550,Si,1.Colegio,Soltero/a,42,7872.5606,7872.5606,0,0.052292,40-50
54198,No,2.Universidad,Soltero/a,39,849.7042,849.7042,0,0.015677777777777777,30-40
33121,Si,2.Universidad,Casado/a,46,647.6661,647.6661,0,0.019554545454545456,40-50
48176,No,3.Pos-graduación,Casado/a,41,3378.9442,3378.9442,0,0.07013749999999999,40-50
63231,Si,2.Universidad,Soltero/a,30,6315.2714,398.9575,0,0.09987619047619047,20-30
60220,Si,3.Pos-graduación,Casado/a,34,2024.2953,337.232,0,0.033615,30-40
105385,No,3.Pos-graduación,Soltero/a,35,10153.092,10153.092,0,0.09634285714285715,30-40
9033,No,2.Universidad,Soltero/a,47,119.2356,119.2356,0,0.0132,40-50
60220,No,2.Universidad,Soltero/a,31,10803.1669,903.3,0,0.179395,30-40
9033,No,2.Universidad,Soltero/a,30,8633.1392,481.76,0,0.9557333333333333,20-30
15055,No,2.Universidad,Soltero/a,24,3664.6881,911.4297,0,0.24342,20-30
150550,No,3.Pos-graduación,Casado/a,36,88198.212,6024.1077,0,0.58584,30-40
66242,Si,3.Pos-graduación,Casado/a,36,1235.1122,1235.1122,0,0.018645454545454545,30-40
54198,Si,2.Universidad,Casado/a,32,9234.737,602.2,0,0.17038888888888887,30-40
90330,No,3.Pos-graduación,Casado/a,42,18618.2174,6316.7769,0,0.20611333333333334,40-50
54198,Si,1.Colegio,Casado/a,39,3820.6579,815.981,0,0.07049444444444444,30-40
42154,No,2.Universidad,Casado/a,30,38335.7509,1505.5,0,0.9094214285714286,20-30
6022,No,2.Universidad,Soltero/a,25,2271.1973,602.2,0,0.37715,20-30
54198,No,2.Universidad,Soltero/a,26,1992.9809,339.0386,0,0.03677222222222222,20-30
45165,Si,1.Colegio,Casado/a,54,43729.0541,1656.05,0,0.9682066666666667,50+
21077,Si,3.Pos-graduación,Soltero/a,24,19646.1728,903.3,0,0.9321142857142857,20-30
150550,No,3.Pos-graduación,Soltero/a,36,24468.5904,24468.5904,0,0.162528,30-40
18066,No,1.Colegio,Casado/a,49,12509.1995,903.3,0,0.6924166666666667,40-50
78286,Si,2.Universidad,Casado/a,33,40827.0523,1826.7737,0,0.5215115384615385,30-40
108396,Si,2.Universidad,Soltero/a,25,87526.759,3249.4712,0,0.8074722222222223,20-30
78286,Si,3.Pos-graduación,Casado/a,44,257.7416,0.0,1,0.0032923076923076925,40-50
24088,Si,2.Universidad,Soltero/a,27,17659.2139,662.42,0,0.7331125,20-30
108396,Si,3.Pos-graduación,Soltero/a,25,51014.1686,2108.9044,0,0.47062777777777776,20-30
42154,No,3.Pos-graduación,Casado/a,45,12284.5789,481.76,0,0.2914214285714286,40-50
36132,No,2.Universidad,Soltero/a,25,33156.8309,0.0,1,0.9176583333333334,20-30
30110,No,2.Universidad,Casado/a,29,28863.446,999.652,0,0.9586,20-30
60220,Si,2.Universidad,Casado/a,28,26132.469,1505.5,0,0.43395,20-30
45165,Si,1.Colegio,Soltero/a,30,2909.8304,2909.8304,0,0.06442666666666666,20-30
42154,No,3.Pos-graduación,Soltero/a,29,1550.665,609.4264,0,0.03678571428571428,20-30
51187,Si,2.Universidad,Casado/a,37,50934.9793,2017.37,0,0.9950764705882352,30-40
9033,No,2.Universidad,Soltero/a,34,7416.9963,1656.05,0,0.8210999999999999,30-40
84308,No,3.Pos-graduación,Soltero/a,31,51356.8204,2659.6163,0,0.6091571428571428,30-40
123451,Si,3.Pos-graduación,Casado/a,31,614.5451,614.5451,0,0.004978048780487805,30-40
135495,No,3.Pos-graduación,Soltero/a,38,16051.9421,9130.2553,0,0.11846888888888889,30-40
24088,No,2.Universidad,Soltero/a,36,15709.5914,602.2,0,0.652175,30-40
108396,No,3.Pos-graduación,Casado/a,46,22956.7673,3048.6375,0,0.21178611111111112,40-50
39143,Si,3.Pos-graduación,Casado/a,36,32238.777,1505.5,0,0.8236153846153845,30-40
42154,Si,1.Colegio,Soltero/a,57,40372.3913,2030.3173,0,0.9577357142857144,50+
45165,Si,2.Universidad,Soltero/a,25,38034.0487,1505.5,0,0.8421133333333333,20-30
63231,Si,1.Colegio,Casado/a,37,32854.5265,1505.5,0,0.5195952380952381,30-40
60220,Si,3.Pos-graduación,Casado/a,35,3303.3681,367.0409,0,0.054855,30-40
93341,No,2.Universidad,Soltero/a,33,1218.8528,1218.8528,0,0.013058064516129031,30-40
54198,No,3.Pos-graduación,Casado/a,38,45233.3497,2109.2055,0,0.8345944444444444,30-40
90330,No,2.Universidad,Soltero/a,31,10741.4414,481.76,0,0.11891333333333333,30-40
135495,Si,3.Pos-graduación,Soltero/a,41,22607.4913,22607.4913,0,0.16685111111111112,40-50
60220,No,3.Pos-graduación,Soltero/a,33,1043.3115,1043.3115,0,0.017325,30-40
120440,Si,3.Pos-graduación,Casado/a,40,1171.5801,1171.5801,0,0.0097275,30-40
51187,No,3.Pos-graduación,Soltero/a,33,331.21,331.21,0,0.006470588235294117,30-40
42154,Si,3.Pos-graduación,Soltero/a,31,98.1586,0.0,1,0.0023285714285714285,30-40
60220,Si,2.Universidad,Soltero/a,35,19741.6215,903.3,0,0.32782500000000003,30-40
18066,No,2.Universidad,Soltero/a,27,12760.9191,0.0,1,0.7063499999999999,20-30
45165,No,3.Pos-graduación,Soltero/a,23,25104.5136,23490.6176,0,0.55584,20-30
54198,No,1.Colegio,Casado/a,54,41328.986,1455.5174,0,0.7625555555555555,50+
15055,Si,1.Colegio,Soltero/a,23,10057.6433,602.2,0,0.66806,20-30
69253,Si,2.Universidad,Soltero/a,52,1187.2373,1187.2373,0,0.017143478260869566,50+
33121,Si,2.Universidad,Casado/a,42,15932.4054,631.1056,0,0.48103636363636365,40-50
9033,Si,3.Pos-graduación,Soltero/a,23,7471.7965,752.75,0,0.8271666666666667,20-30
66242,No,1.Colegio,Casado/a,30,51365.2512,3011.0,0,0.7754181818181818,20-30
42154,Si,1.Colegio,Soltero/a,24,13772.0129,1150.5031,0,0.32670714285714286,20-30
30110,No,2.Universidad,Casado/a,49,9305.7966,605.5121,0,0.30906,40-50
33121,No,2.Universidad,Soltero/a,31,84.0069,0.0,1,0.0025363636363636365,30-40
81297,Si,1.Colegio,Soltero/a,33,3011.0,3011.0,0,0.037037037037037035,30-40
9033,No,3.Pos-graduación,Casado/a,42,5144.2935,459.1775,0,0.5695,40-50
6022,No,2.Universidad,Soltero/a,23,5012.7128,451.65,0,0.8324,20-30
57209,Si,3.Pos-graduación,Soltero/a,33,32560.0507,0.0,1,0.5691421052631579,30-40
6022,Si,2.Universidad,Casado/a,29,4213.8945,602.2,0,0.6997500000000001,20-30
24088,Si,1.Colegio,Casado/a,67,5686.2735,1806.6,0,0.2360625,50+
18066,Si,1.Colegio,Casado/a,34,3390.6871,451.65,0,0.18768333333333334,30-40
15055,No,2.Universidad,Casado/a,49,2636.1305,453.7577,0,0.1751,40-50
90330,No,3.Pos-graduación,Casado/a,42,26983.9798,1273.3519,0,0.2987266666666667,40-50
81297,Si,2.Universidad,Casado/a,25,72113.1489,71994.2144,0,0.8870333333333333,20-30
30110,No,1.Colegio,Soltero/a,30,21771.9388,1256.1892,0,0.72308,20-30
72264,No,2.Universidad,Soltero/a,43,87.6201,87.6201,0,0.0012124999999999998,40-50
60220,No,3.Pos-graduación,Soltero/a,40,228.836,228.836,0,0.0038000000000000004,30-40
33121,Si,3.Pos-graduación,Soltero/a,35,10943.1784,1354.95,0,0.3304,30-40
69253,No,3.Pos-graduación,Casado/a,61,1113.7689,1113.7689,0,0.016082608695652173,50+
45165,Si,2.Universidad,Casado/a,44,1536.8144,1536.8144,0,0.03402666666666666,40-50
105385,No,3.Pos-graduación,Soltero/a,33,2437.4045,2437.4045,0,0.02312857142857143,30-40
45165,Si,2.Universidad,Soltero/a,40,1172.4834,1172.4834,0,0.02596,30-40
30110,No,1.Colegio,Soltero/a,47,28643.643,1170.9779,0,0.9513,40-50
150550,No,3.Pos-graduación,Soltero/a,27,60716.2128,2238.3774,0,0.403296,20-30
150550,No,3.Pos-graduación,Soltero/a,35,21080.3121,17692.9371,0,0.140022,30-40
54198,Si,1.Colegio,Casado/a,47,95.1476,95.1476,0,0.0017555555555555556,40-50
120440,Si,1.Colegio,Casado/a,39,1053.85,1053.85,0,0.008749999999999999,30-40
30110,Si,2.Universidad,Soltero/a,29,14922.516,574.4988,0,0.4956,20-30
3011,No,2.Universidad,Casado/a,32,2453.3628,0.0,1,0.8148,30-40
18066,Si,3.Pos-graduación,Soltero/a,30,10205.7845,0.0,1,0.5649166666666666,20-30
15055,Si,3.Pos-graduación,Soltero/a,25,14455.2088,602.2,0,0.96016,20-30
24088,Si,2.Universidad,Soltero/a,23,17611.0379,645.8595,0,0.7311124999999999,20-30
123451,Si,2.Universidad,Casado/a,41,109499.8326,4396.06,0,0.886990243902439,40-50
9033,Si,1.Colegio,Casado/a,35,7977.9456,451.65,0,0.8832,30-40
93341,Si,3.Pos-graduación,Soltero/a,28,11329.7908,752.75,0,0.12138064516129032,20-30
21077,Si,2.Universidad,Soltero/a,38,7107.7666,420.6367,0,0.33722857142857143,30-40
75275,No,3.Pos-graduación,Soltero/a,31,59765.339,2061.0295,0,0.79396,30-40
63231,No,1.Colegio,Casado/a,29,58425.444,0.0,1,0.924,20-30
15055,No,2.Universidad,Soltero/a,31,13573.2869,0.0,1,0.9015799999999999,30-40
201737,No,3.Pos-graduación,Soltero/a,29,73230.2299,3011.0,0,0.3629985074626866,20-30
39143,No,3.Pos-graduación,Soltero/a,26,9718.9058,9718.9058,0,0.2482923076923077,20-30
33121,No,3.Pos-graduación,Casado/a,50,11505.031,602.2,0,0.3473636363636364,40-50
63231,Si,1.Colegio,Soltero/a,46,1679.8369,3.9143,0,0.026566666666666666,40-50
9033,Si,2.Universidad,Soltero/a,24,8128.4956,1042.4082,0,0.8998666666666667,20-30
78286,Si,2.Universidad,Casado/a,46,5888.3116,883.4274,0,0.07521538461538461,40-50
45165,Si,1.Colegio,Soltero/a,28,690.1212,690.1212,0,0.01528,20-30
114418,Si,3.Pos-graduación,Casado/a,40,16397.0027,14782.2034,0,0.1433078947368421,30-40
36132,Si,2.Universidad,Casado/a,47,756.3632,756.3632,0,0.020933333333333335,40-50
24088,No,2.Universidad,Casado/a,54,23926.3093,1204.4,0,0.9932875,50+
33121,No,2.Universidad,Soltero/a,29,25701.896,1174.29,0,0.776,20-30
15055,Si,1.Colegio,Casado/a,44,46.6705,46.6705,0,0.0031,40-50
27099,Si,2.Universidad,Casado/a,24,24041.9317,1507.3066,0,0.8871888888888889,20-30
33121,No,3.Pos-graduación,Soltero/a,33,26597.3674,24089.2044,0,0.8030363636363637,30-40
15055,No,1.Colegio,Casado/a,54,11947.9491,602.2,0,0.79362,50+
45165,Si,2.Universidad,Soltero/a,37,24844.6643,1008.0828,0,0.5500866666666667,30-40
6022,No,3.Pos-graduación,Soltero/a,24,5424.6176,6.022,0,0.9007999999999999,20-30
36132,Si,2.Universidad,Casado/a,34,270.3878,270.3878,0,0.007483333333333334,30-40
60220,Si,2.Universidad,Soltero/a,40,53083.0267,2408.8,0,0.8814850000000001,30-40
15055,No,2.Universidad,Soltero/a,26,14943.2919,774.1281,0,0.99258,20-30
60220,Si,2.Universidad,Casado/a,41,5530.3037,417.0235,0,0.091835,40-50
30110,Si,2.Universidad,Soltero/a,29,25676.6036,3011.0,0,0.85276,20-30
150550,Si,3.Pos-graduación,Soltero/a,35,4245.51,4245.51,0,0.028200000000000003,30-40
108396,Si,2.Universidad,Casado/a,52,722.9411,722.9411,0,0.006669444444444445,50+
15055,Si,2.Universidad,Casado/a,36,14791.5375,1415.17,0,0.9825,30-40
6022,No,2.Universidad,Soltero/a,28,4732.6898,150.55,0,0.7859,20-30
15055,No,2.Universidad,Casado/a,41,6149.6664,512.7733,0,0.40848,40-50
39143,Si,1.Colegio,Casado/a,44,33198.0816,1354.95,0,0.8481230769230769,40-50
69253,Si,1.Colegio,Soltero/a,47,36690.5405,3011.0,0,0.529804347826087,40-50
9033,Si,3.Pos-graduación,Soltero/a,25,6157.1939,903.3,0,0.6816333333333333,20-30
60220,Si,3.Pos-graduación,Casado/a,39,2100.7747,1127.9206,0,0.034885,30-40
30110,Si,2.Universidad,Casado/a,35,28684.2915,1385.06,0,0.95265,30-40
72264,No,2.Universidad,Casado/a,32,40932.1362,3131.44,0,0.566425,30-40
21077,Si,3.Pos-graduación,Soltero/a,31,722.64,0.0,1,0.03428571428571429,30-40
108396,No,3.Pos-graduación,Soltero/a,33,18232.5083,0.0,1,0.16820277777777778,30-40
15055,No,2.Universidad,Casado/a,52,461.2852,0.0,1,0.030639999999999997,50+
63231,Si,2.Universidad,Casado/a,36,177.649,177.649,0,0.0028095238095238095,30-40
84308,No,3.Pos-graduación,Soltero/a,30,56580.6043,301.1,0,0.6711178571428571,20-30
54198,Si,2.Universidad,Soltero/a,42,15602.3998,752.75,0,0.2878777777777778,40-50
45165,Si,3.Pos-graduación,Soltero/a,30,1630.7576,301.1,0,0.03610666666666666,20-30
6022,No,1.Colegio,Casado/a,47,5762.1507,0.0,1,0.95685,40-50
105385,Si,2.Universidad,Casado/a,29,1771.0702,1771.0702,0,0.01680571428571429,20-30
39143,Si,3.Pos-graduación,Soltero/a,23,794.904,794.904,0,0.020307692307692308,20-30
69253,Si,2.Universidad,Casado/a,44,504.9447,504.9447,0,0.007291304347826087,40-50
63231,Si,2.Universidad,Casado/a,39,10373.1961,4215.4,0,0.16405238095238095,30-40
60220,No,3.Pos-graduación,Soltero/a,52,34197.7336,1661.1687,0,0.5678799999999999,50+
15055,Si,1.Colegio,Casado/a,59,10986.5368,604.9099,0,0.72976,50+
24088,Si,3.Pos-graduación,Soltero/a,23,2013.4557,2013.4557,0,0.0835875,20-30
9033,Si,1.Colegio,Soltero/a,48,1026.751,602.2,0,0.11366666666666667,40-50
42154,Si,3.Pos-graduación,Soltero/a,28,4099.1754,1445.28,0,0.09724285714285714,20-30
24088,No,1.Colegio,Casado/a,62,494.4062,494.4062,0,0.020525,50+
66242,Si,1.Colegio,Casado/a,38,1038.795,1038.795,0,0.015681818181818182,30-40
54198,Si,3.Pos-graduación,Soltero/a,32,200.5326,200.5326,0,0.0037,30-40
42154,Si,2.Universidad,Casado/a,29,27722.5781,6072.2837,0,0.65765,20-30
54198,No,2.Universidad,Soltero/a,25,3868.2317,903.3,0,0.07137222222222223,20-30
15055,Si,2.Universidad,Soltero/a,35,4725.4634,511.87,0,0.31388,30-40
51187,Si,2.Universidad,Soltero/a,27,23642.372,882.8252,0,0.46188235294117647,20-30
15055,No,2.Universidad,Soltero/a,24,6268.2998,451.65,0,0.41636,20-30
27099,Si,2.Universidad,Casado/a,55,25194.2414,1205.3033,0,0.929711111111111,50+
60220,Si,3.Pos-graduación,Soltero/a,29,58240.2675,3613.2,0,0.967125,20-30
138506,No,3.Pos-graduación,Soltero/a,29,116042.1334,4844.0968,0,0.8378130434782609,20-30
3011,No,2.Universidad,Soltero/a,23,1251.9738,332.4144,0,0.4158,20-30
6022,No,2.Universidad,Casado/a,30,853.6185,853.6185,0,0.14175000000000001,20-30
15055,Si,2.Universidad,Casado/a,50,555.8306,555.8306,0,0.03692,40-50
144528,Si,2.Universidad,Casado/a,38,22913.4089,9033.0,0,0.15853958333333332,30-40
54198,Si,3.Pos-graduación,Soltero/a,24,52551.5852,2408.8,0,0.9696222222222223,20-30
72264,Si,3.Pos-graduación,Soltero/a,29,699.1542,602.2,0,0.009675,20-30
75275,No,3.Pos-graduación,Soltero/a,38,990.9201,990.9201,0,0.013164,30-40
81297,Si,2.Universidad,Soltero/a,34,1016.5136,1016.5136,0,0.012503703703703704,30-40
60220,No,3.Pos-graduación,Casado/a,37,3356.6628,3356.6628,0,0.05574,30-40
48176,Si,3.Pos-graduación,Casado/a,39,200.5326,200.5326,0,0.0041625,30-40
39143,No,2.Universidad,Casado/a,44,6971.6694,0.0,1,0.1781076923076923,40-50
102374,Si,1.Colegio,Soltero/a,44,43697.1375,2107.7,0,0.42683823529411763,40-50
108396,No,3.Pos-graduación,Casado/a,36,118.6334,118.6334,0,0.0010944444444444443,30-40
36132,Si,1.Colegio,Casado/a,40,32680.7918,1505.5,0,0.9044833333333333,30-40
36132,No,3.Pos-graduación,Soltero/a,29,9418.7091,602.2,0,0.260675,20-30
90330,Si,3.Pos-graduación,Soltero/a,48,70786.5023,3012.5055,0,0.7836433333333332,40-50
63231,Si,2.Universidad,Casado/a,50,32895.4761,1215.5407,0,0.5202428571428571,40-50
63231,Si,2.Universidad,Casado/a,29,37235.2304,1531.9968,0,0.5888761904761904,20-30
21077,Si,1.Colegio,Casado/a,49,6560.969,421.54,0,0.3112857142857143,40-50
60220,No,2.Universidad,Casado/a,33,3172.6907,3017.9253,0,0.052685,30-40
69253,Si,2.Universidad,Casado/a,51,16246.1516,903.3,0,0.23459130434782607,50+
6022,No,1.Colegio,Casado/a,23,5816.0476,5816.0476,0,0.9658,20-30
48176,Si,1.Colegio,Soltero/a,26,117.429,117.429,0,0.0024375,20-30
87319,Si,3.Pos-graduación,Casado/a,30,395.0432,395.0432,0,0.004524137931034483,20-30
24088,Si,1.Colegio,Casado/a,26,19319.1782,602.2,0,0.802025,20-30
108396,No,3.Pos-graduación,Soltero/a,43,640.7408,640.7408,0,0.005911111111111112,40-50
69253,No,3.Pos-graduación,Soltero/a,32,50022.9474,2205.8586,0,0.7223217391304347,30-40
15055,Si,3.Pos-graduación,Soltero/a,22,2887.8501,361.32,0,0.19182000000000002,20-30
9033,Si,3.Pos-graduación,Soltero/a,24,445.3269,445.3269,0,0.049300000000000004,20-30
45165,Si,2.Universidad,Casado/a,42,683.497,683.497,0,0.015133333333333332,40-50
150550,Si,2.Universidad,Casado/a,50,26127.0492,26127.0492,0,0.173544,40-50
27099,Si,2.Universidad,Casado/a,23,4287.9651,752.75,0,0.15823333333333334,20-30
204748,No,3.Pos-graduación,Soltero/a,37,4844.0968,812.97,0,0.023658823529411767,30-40
15055,No,3.Pos-graduación,Casado/a,47,14444.9714,903.3,0,0.95948,40-50
30110,Si,2.Universidad,Casado/a,40,98.1586,98.1586,0,0.0032600000000000003,30-40
9033,No,2.Universidad,Soltero/a,54,7457.3437,511.87,0,0.8255666666666667,50+
15055,No,2.Universidad,Soltero/a,27,3993.1882,1248.3606,0,0.26524,20-30
18066,No,3.Pos-graduación,Casado/a,33,2277.8215,2277.8215,0,0.12608333333333333,30-40
24088,Si,2.Universidad,Casado/a,35,2949.5756,2949.5756,0,0.12245,30-40
150550,No,3.Pos-graduación,Casado/a,45,28.3034,28.3034,0,0.000188,40-50
21077,Si,1.Colegio,Casado/a,32,5218.063,0.0,1,0.24757142857142858,30-40
3011,No,1.Colegio,Soltero/a,35,2685.2098,353.4914,0,0.8918,30-40
27099,No,3.Pos-graduación,Soltero/a,26,30.11,30.11,0,0.0011111111111111111,20-30
51187,No,3.Pos-graduación,Casado/a,39,24109.9803,2107.7,0,0.47101764705882354,30-40
54198,Si,1.Colegio,Soltero/a,42,18444.1816,3011.0,0,0.3403111111111111,40-50
105385,Si,3.Pos-graduación,Casado/a,52,722.64,0.0,1,0.006857142857142857,50+
81297,No,2.Universidad,Soltero/a,35,66302.8222,2709.9,0,0.8155629629629629,30-40
60220,Si,3.Pos-graduación,Soltero/a,29,7700.3314,304.4121,0,0.12787,20-30
6022,Si,3.Pos-graduación,Soltero/a,22,4606.5289,481.76,0,0.76495,20-30
30110,No,2.Universidad,Soltero/a,30,14128.2142,903.3,0,0.46922,20-30
87319,No,3.Pos-graduación,Casado/a,46,60054.6961,3235.0184,0,0.6877620689655173,40-50
21077,No,1.Colegio,Soltero/a,28,20266.4388,0.0,1,0.9615428571428571,20-30
69253,No,3.Pos-graduación,Soltero/a,26,111.7081,111.7081,0,0.0016130434782608697,20-30
54198,Si,3.Pos-graduación,Soltero/a,28,1315.5059,1315.5059,0,0.024272222222222223,20-30
63231,No,3.Pos-graduación,Soltero/a,33,87.6201,87.6201,0,0.0013857142857142857,30-40
