;Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
856;Casa;Lurigancho;4;4;4;452;20000.0;;1749.0
857;Casa comercial;Chorrillos;0;0;0;347;6800.0;;2251.0
858;Casa;Bellavista;3;4;0;200;1500.0;;
859;Casa;Pucusana;1;0;0;22;500.0;98.0;6.0
860;Casa en condominio;Ate;5;0;5;1000;25000.0;1300.0;1600.0
861;Casa comercial;Santa Anita;0;4;0;406;13000.0;;
862;Habitación;Lurín;1;0;0;27;1800.0;420.0;
863;Casa en condominio;Ate;4;3;3;266;7900.0;1600.0;6295.0
864;Casa de villa;Breña;2;0;0;48;1200.0;40.0;14.0
865;Casa en condominio;Ate;4;6;4;763;11000.0;800.0;2040.0
866;Casa;Punta Hermosa;3;1;1;300;7000.0;180.0;573.0
867;Habitación;Punta Negra;1;0;0;35;1900.0;285.0;17.0
868;Casa en condominio;Ate;5;5;4;806;30000.0;2695.0;2753.0
869;Habitación;San Borja;1;0;0;21;700.0;508.0;
870;Casa de villa;Bellavista;1;0;0;40;600.0;100.0;14.0
871;Casa comercial;Chorrillos;0;0;0;680;19800.0;;1947.0
872;Casa;Jesús María;3;2;3;151;4000.0;650.0;
873;Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;1300.0
874;Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0
875;Casa;Ate;2;1;0;60;1600.0;;
876;Casa en condominio;Ate;6;6;3;622;9950.0;1300.0;1485.0
877;Casa en condominio;Ate;4;3;2;466;7500.0;2695.0;1124.0
878;Casa;Lince;2;1;0;110;1050.0;;
879;Casa;Lince;2;1;0;239;10000.0;;
880;Habitación;Pachacámac;1;0;0;23;1290.0;326.0;136.0
881;Habitación;Chorrillos;0;0;0;20;1000.0;405.0;
882;Casa en condominio;Lince;2;1;0;74;1200.0;;
883;Habitación;Chorrillos;1;0;0;25;1350.0;206.0;
884;Casa;Lurigancho;4;3;4;406;20000.0;;1912.0
885;Casa en condominio;Lince;1;0;0;230;2750.0;300.0;400.0
886;Casa;Mi Perú;4;4;1;200;4000.0;;
887;Casa;San Martín de Porres;2;1;0;70;1300.0;;
888;Habitación;San Borja;0;0;0;25;1000.0;450.0;20.0
889;Casa;Lince;1;0;0;50;450.0;;2.0
890;Casa en condominio;Ancón;4;4;3;550;5500.0;250.0;
891;Casa en condominio;Ate;5;0;5;650;10000.0;2000.0;8000.0
892;Casa en condominio;Ate;4;2;4;350;9000.0;1050.0;7000.0
893;Casa comercial;Ventanilla;0;0;0;120;3000.0;;312.0
894;Casa comercial;Chorrillos;4;2;0;380;15500.0;;1640.0
895;Habitación;Pachacámac;1;0;0;30;800.0;400.0;23.0
896;Casa en condominio;Ate;6;9;5;1100;35000.0;3500.0;
897;Casa de villa;La Punta;1;0;0;89;2200.0;;80.0
898;Casa en condominio;Ate;5;4;4;474;20000.0;973.0;17300.0
899;Casa en condominio;Jesús María;6;0;5;636;24000.0;1900.0;1900.0
900;Casa en condominio;Jesús María;5;3;4;220;4500.0;670.0;220.0
901;Casa en condominio;Ate;5;10;5;403;10900.0;855.0;968.0
902;Casa de villa;Ventanilla;2;0;0;120;1500.0;230.0;46.0
903;Habitación;San Borja;0;0;0;33;1200.0;390.0;
904;Habitación;Pachacámac;1;0;0;27;800.0;450.0;15.0
905;Casa;Ate;1;0;0;130;5000.0;;
906;Casa comercial;Lince;0;0;0;100;9000.0;;
907;Casa comercial;Ventanilla;0;3;0;80;2500.0;;290.0
908;Casa;Lince;2;1;1;110;1500.0;;
909;Casa de villa;La Perla;1;0;0;30;450.0;20.0;50.0
910;Casa comercial;La Punta;0;2;0;295;35400.0;6210.0;443.0
911;Casa de villa;Carabayllo;1;0;0;53;700.0;40.0;
912;Casa;Ate;4;3;1;111;5100.0;735.0;
913;Casa;Jesús María;6;0;4;600;10000.0;;1080.0
914;Habitación;Surquillo;1;0;0;35;900.0;310.0;25.0
915;Habitación;San Miguel;1;1;0;33;1500.0;415.0;159.0
916;Casa de villa;Chorrillos;2;1;0;50;2000.0;;
917;Habitación;Comas;1;0;0;23;1500.0;700.0;27.0
918;Casa en condominio;Ate;4;4;2;385;7500.0;1150.0;750.0
919;Casa de villa;La Punta;4;2;4;180;3000.0;;
920;Casa en condominio;Ate;5;4;5;631;18000.0;980.0;1800.0
921;Habitación;San Borja;0;0;0;30;900.0;640.0;24.0
922;Casa en condominio;Pucusana;6;35;4;1100;22000.0;;
923;Casa;Ancón;2;1;0;60;1000.0;;
924;Habitación;Chorrillos;1;0;0;25;1100.0;570.0;
925;Casa comercial;Chorrillos;0;5;0;600;28000.0;;2948.0
926;Casa comercial;Chorrillos;1;5;0;563;18000.0;;1600.0
927;Casa;Lince;1;0;0;70;700.0;;
928;Casa;Lince;2;0;0;74;800.0;;
929;Casa;Ate;5;4;3;1008;10000.0;1390.0;148.0
930;Casa;Lince;4;1;0;80;7000.0;;
931;Casa comercial;Comas;0;0;0;80;13000.0;;250.0
932;Casa;Jesús María;4;2;3;250;3800.0;490.0;
933;Casa;Magdalena del Mar;1;2;0;47;850.0;;
934;Casa de villa;Santa Rosa;1;0;0;50;900.0;;
935;Casa en condominio;Jesús María;3;2;3;145;2500.0;463.0;
936;Casa;Lince;2;2;0;65;1000.0;440.0;
937;Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;13999.0
938;Casa;Ate;5;4;5;638;25000.0;1450.0;1800.0
939;Casa comercial;Comas;0;0;0;209;26000.0;;
940;Casa en condominio;Jesús María;3;2;3;250;4500.0;900.0;519.0
941;Casa de villa;San Luis;0;0;0;28;500.0;;35.0
942;Casa;Ate;5;3;3;400;8450.0;790.0;600.0
943;Habitación;Chorrillos;1;0;0;27;1400.0;258.0;24.0
944;Casa en condominio;Ate;4;0;4;250;13000.0;600.0;
945;Casa en condominio;Ate;4;3;4;355;9000.0;707.0;600.0
946;Habitación;Villa El Salvador;1;0;0;26;1500.0;360.0;35.0
947;Casa en condominio;Ate;4;4;4;869;24000.0;2220.0;2269.0
948;Casa en condominio;Villa El Salvador;4;4;1;220;3300.0;723.0;
949;Casa en condominio;San Luis;8;0;0;720;6000.0;500.0;100.0
950;Habitación;San Borja;1;1;0;24;1100.0;341.0;22.0
951;Casa en condominio;Jesús María;3;2;3;260;12500.0;;
952;Casa de villa;San Martín de Porres;2;0;0;55;800.0;;
953;Casa;Los Olivos;1;0;0;45;500.0;;
954;Casa;Breña;4;5;2;165;4700.0;;
955;Casa en condominio;Jesús María;4;3;3;153;3500.0;900.0;100.0
956;Casa de villa;Ancón;1;0;0;30;500.0;;
957;Casa;San Isidro;3;10;1;120;2300.0;;
958;Habitación;San Borja;1;0;0;32;1100.0;530.0;28.0
959;Casa comercial;Pucusana;0;4;0;416;15000.0;;4516.0
960;Casa comercial;Jesús María;0;0;0;130;6500.0;200.0;502.0
961;Casa en condominio;Ate;4;0;4;590;20000.0;2000.0;
962;Casa de villa;Villa El Salvador;1;0;0;40;670.0;;2.0
963;Casa;San Borja;2;1;0;80;850.0;520.0;12.0
964;Casa;Mi Perú;2;1;0;60;800.0;;
965;Casa de villa;Barranco;1;0;0;24;500.0;8.0;13.0
966;Habitación;Mi Perú;1;0;0;70;400.0;;
967;Casa;San Miguel;1;0;0;40;900.0;;
968;Habitación;San Borja;1;0;0;42;2000.0;370.0;26.0
969;Casa comercial;Lince;0;4;0;400;6000.0;;70.0
970;Casa comercial;Ate;0;0;0;200;10000.0;1.0;150.0
971;Casa;Punta Hermosa;4;4;2;490;20000.0;670.0;
972;Casa en condominio;Jesús María;3;2;1;250;6000.0;955.0;542.0
973;Casa comercial;Punta Hermosa;0;0;0;215;7900.0;1.0;253.0
974;Casa en condominio;Ate;4;5;1;680;7500.0;150.0;950.0
975;Casa en condominio;Ate;5;6;5;755;14000.0;2200.0;2000.0
976;Habitación;Pachacámac;1;0;0;21;800.0;306.0;
977;Casa;Mi Perú;5;6;3;810;7000.0;525.0;
978;Casa;Lince;2;1;1;70;1350.0;;
979;Casa en condominio;Ate;6;4;4;720;12000.0;800.0;
980;Habitación;San Borja;0;0;0;36;1500.0;570.0;100.0
981;Casa;Lince;3;1;1;100;1500.0;;
982;Habitación;Pucusana;1;0;0;30;500.0;;31.0
983;Casa;Lurín;2;1;0;107;1700.0;;
984;Casa en condominio;Chorrillos;5;0;0;600;18000.0;;2300.0
985;Casa;La Molina;2;2;1;90;2000.0;;
986;Casa;La Perla;1;0;0;40;550.0;;
987;Casa en condominio;Ancón;2;2;2;75;1800.0;;
988;Casa;La Molina;4;0;1;100;1800.0;;40.0
989;Casa;Santa Anita;4;1;1;125;1900.0;;
990;Casa comercial;Chorrillos;1;4;0;450;22000.0;;3142.0
991;Casa en condominio;San Miguel;3;1;0;78;1200.0;375.0;29.0
992;Casa en condominio;Ate;6;0;4;700;30000.0;2100.0;700.0
993;Casa en condominio;Ate;5;9;4;870;28000.0;1650.0;
994;Casa comercial;San Miguel;0;6;0;342;15000.0;;1900.0
995;Casa;Lurín;3;2;1;111;1800.0;;180.0
996;Habitación;San Borja;1;0;0;18;1000.0;530.0;25.0
997;Casa en condominio;Ate;4;4;4;600;35000.0;1100.0;12800.0
998;Habitación;El Agustino;1;0;0;30;500.0;;
999;Habitación;Punta Hermosa;0;0;0;24;800.0;477.0;25.0
1000;Casa;San Isidro;2;0;0;75;1500.0;;
1001;Casa;Callao;1;0;0;50;1100.0;;18.0
1002;Casa;San Borja;2;1;0;60;600.0;;
1003;Habitación;Chorrillos;1;0;0;25;1500.0;360.0;
1004;Casa en condominio;Ate;3;6;1;420;6900.0;1042.0;773.0
1005;Casa;Jesús María;4;4;4;571;10000.0;850.0;
1006;Habitación;San Borja;1;0;0;28;1000.0;387.0;24.0
1007;Casa en condominio;Ate;5;5;4;900;12000.0;1500.0;25000.0
1008;Habitación;Chorrillos;1;0;0;28;950.0;290.0;27.0
1009;Casa;San Miguel;4;5;0;274;19000.0;;
1010;Habitación;Villa El Salvador;1;0;0;18;890.0;300.0;
1011;Casa;San Borja;3;1;2;150;8000.0;;99.0
1012;Casa comercial;Pachacámac;0;0;0;370;11000.0;;83.0
1013;Casa;Chaclacayo;2;1;0;70;3000.0;;150.0
1014;Casa;Bellavista;2;0;0;100;1000.0;;
1015;Casa;Lurigancho;4;1;4;356;20000.0;;1189.0
1016;Casa en condominio;Villa El Salvador;4;3;2;200;3600.0;600.0;
1017;Casa en condominio;Pucusana;3;7;3;320;7500.0;1900.0;950.0
1018;Casa de villa;San Miguel;2;1;2;90;2700.0;600.0;170.0
1019;Casa comercial;Chorrillos;0;2;0;261;18000.0;;1442.0
1020;Casa;Chorrillos;4;2;0;221;13000.0;;
1021;Habitación;La Punta;1;0;0;26;900.0;402.0;
1022;Casa;Lurigancho;5;5;4;450;35000.0;;1540.0
1023;Habitación;Ate;1;0;0;35;670.0;;
1024;Casa;Lima;2;0;2;63;2300.0;;
1025;Habitación;Comas;1;0;1;45;2200.0;560.0;50.0
1026;Casa de villa;Lince;1;0;0;50;550.0;;
1027;Casa en condominio;Villa El Salvador;5;3;5;350;4500.0;400.0;1.0
1028;Casa;La Perla;2;0;0;40;500.0;;
1029;Habitación;Villa El Salvador;0;0;0;34;1300.0;400.0;69.0
1030;Casa en condominio;Ate;5;2;4;285;9500.0;600.0;500.0
1031;Habitación;San Borja;1;0;0;23;1200.0;430.0;25.0
1032;Casa comercial;Comas;0;0;0;280;35000.0;;
1033;Casa;Cieneguilla;2;0;0;27;900.0;;
1034;Casa;Ate;4;0;2;400;5500.0;2619.0;
1035;Casa en condominio;Ate;4;4;4;674;25000.0;2100.0;2000.0
1036;Habitación;San Borja;1;0;0;25;1100.0;431.0;30.0
1037;Casa;Villa María del Triunfo;4;1;4;220;5200.0;400.0;
1038;Casa;Ate;2;1;0;93;1200.0;;
1039;Casa en condominio;Ate;4;3;4;381;9000.0;706.0;
1040;Casa comercial;Chorrillos;12;2;1;380;15000.0;;1640.0
1041;Casa;Comas;2;0;0;55;1000.0;71.0;
1042;Casa en condominio;Rímac;4;2;0;800;30000.0;2000.0;1000.0
1043;Casa en condominio;Callao;3;6;1;272;3000.0;472.0;259.0
1044;Casa;Santa Anita;2;0;0;66;1300.0;100.0;
1045;Casa de villa;La Victoria;2;1;0;71;1200.0;80.0;
1046;Habitación;Rímac;1;0;0;30;1600.0;560.0;29.0
1047;Casa;Comas;2;1;0;80;1500.0;;
1048;Casa de villa;Lurín;6;1;1;132;4500.0;200.0;210.0
1049;Casa en condominio;Ate;5;3;5;775;25000.0;2134.0;20987.0
1050;Habitación;Santiago de Surco;1;0;0;35;1300.0;300.0;
1051;Casa en condominio;Ate;4;4;3;256;7900.0;1495.0;700.0
1052;Casa;Ate;5;2;5;320;16000.0;1000.0;800.0
1053;Habitación;Chorrillos;1;0;0;25;1600.0;450.0;30.0
1054;Habitación;Pachacámac;0;0;0;20;700.0;250.0;15.0
1055;Casa en condominio;Punta Hermosa;4;2;2;400;9000.0;850.0;450.0
1056;Casa en condominio;Ate;4;2;1;258;6500.0;1500.0;650.0
1057;Casa;San Isidro;1;0;0;40;700.0;;
1058;Casa en condominio;Villa María del Triunfo;2;1;2;90;1800.0;;
1059;Habitación;Lurín;0;0;0;22;1000.0;399.0;
1060;Casa;Lince;2;1;1;70;850.0;;
1061;Casa;Lince;3;1;0;80;1300.0;;
1062;Casa de villa;La Molina;2;0;0;100;1500.0;150.0;50.0
1063;Casa;Lurigancho;4;3;3;500;18500.0;;993.0
1064;Habitación;Lurín;1;0;0;24;1200.0;450.0;24.0
1065;Habitación;San Borja;1;0;0;25;1000.0;490.0;56.0
1066;Casa de villa;Comas;2;1;0;60;1100.0;;
1067;Habitación;San Borja;0;0;0;20;700.0;710.0;80.0
1068;Habitación;San Borja;1;0;0;35;2400.0;500.0;250.0
1069;Casa en condominio;Ate;4;3;3;260;7900.0;1495.0;700.0
1070;Habitación;Villa El Salvador;1;0;0;23;1100.0;348.0;30.0
1071;Casa;Lurigancho;5;4;4;2252;35000.0;;1794.0
1072;Casa comercial;Chorrillos;0;0;0;212;4800.0;;403.0
1073;Habitación;San Borja;0;0;0;42;1000.0;495.0;25.0
1074;Casa en condominio;Ate;5;4;4;628;11000.0;1700.0;2200.0
1075;Casa en condominio;Ate;4;6;4;500;25000.0;1586.0;1298.0
1076;Casa en condominio;Ate;5;4;5;300;9000.0;580.0;680.0
1077;Habitación;Pachacámac;1;0;0;31;1100.0;480.0;
1078;Casa comercial;Chorrillos;0;0;0;450;15000.0;;2000.0
1079;Casa de villa;El Agustino;2;0;0;80;1310.0;;
1080;Casa en condominio;Jesús María;3;1;0;70;1850.0;227.0;
1081;Casa en condominio;Mi Perú;2;1;0;60;800.0;300.0;
1082;Casa;Ate;1;0;0;30;650.0;;
1083;Casa;Callao;4;3;0;260;5000.0;;380.0
1084;Habitación;San Bartolo;1;0;0;36;1600.0;550.0;24.0
1085;Casa en condominio;Ate;4;2;3;330;9000.0;860.0;
1086;Casa;Jesús María;4;2;4;290;5500.0;955.0;
1087;Casa en condominio;Lince;2;1;0;78;1000.0;;
1088;Casa;Breña;4;2;2;430;8000.0;;
1089;Casa;Lince;2;1;0;80;1200.0;;
1090;Casa en condominio;Ate;5;5;5;780;30000.0;1700.0;800.0
1091;Habitación;Comas;1;0;0;28;2000.0;300.0;25.0
1092;Habitación;San Borja;0;0;0;30;1100.0;423.0;24.0
1093;Casa comercial;Comas;0;0;0;60;12000.0;;
1094;Casa;Lince;2;4;0;80;1200.0;;
1095;Habitación;Rímac;0;0;0;34;1750.0;658.0;97.0
1096;Habitación;Pachacámac;1;0;0;30;1100.0;440.0;24.0
1097;Habitación;San Borja;1;0;0;35;2400.0;612.0;
1098;Casa;Lima;2;0;0;100;950.0;;
1099;Casa en condominio;San Luis;4;2;4;160;2800.0;250.0;250.0
1100;Casa de villa;Carmen de La Legua;2;0;0;80;800.0;;
1101;Casa;Pueblo Libre;4;2;3;409;10000.0;;1025.0
1102;Casa en condominio;Ate;4;2;4;350;13000.0;1500.0;1000.0
1103;Casa en condominio;Ate;4;4;3;622;10000.0;1380.0;1486.0
1104;Casa en condominio;Villa El Salvador;3;2;1;135;2000.0;830.0;120.0
1105;Casa comercial;Breña;5;1;0;300;12500.0;;
1106;Casa en condominio;Ate;6;4;6;700;25000.0;1600.0;1200.0
1107;Habitación;Lurín;1;0;0;24;1000.0;474.0;29.0
1108;Casa comercial;Chorrillos;5;4;0;332;30000.0;;
1109;Casa comercial;San Miguel;0;5;0;400;7000.0;;515.0
1110;Habitación;San Borja;1;0;0;30;1650.0;340.0;291.0
1111;Habitación;San Borja;1;0;0;28;1250.0;521.0;25.0
1112;Casa;Pueblo Libre;10;0;0;500;26000.0;;2670.0
1113;Habitación;Villa El Salvador;0;0;0;30;1400.0;360.0;30.0
1114;Casa en condominio;Ate;5;3;5;338;12000.0;900.0;1000.0
1115;Casa comercial;San Miguel;4;5;0;320;17000.0;;
1116;Casa;Pucusana;3;3;0;360;12000.0;;104.0
1117;Casa en condominio;Ate;5;0;5;850;20000.0;2150.0;2600.0
1118;Habitación;San Miguel;1;0;1;26;800.0;483.0;24.0
1119;Habitación;Chorrillos;1;0;0;35;1700.0;450.0;50.0
1120;Habitación;San Borja;1;0;0;40;1300.0;380.0;
1121;Casa en condominio;Chorrillos;4;1;0;120;4500.0;150.0;100.0
1122;Casa;Lince;2;0;0;60;700.0;;
1123;Casa en condominio;Punta Hermosa;6;4;0;650;7000.0;1200.0;800.0
1124;Casa en condominio;Ate;6;5;6;615;20000.0;2000.0;1000.0
1125;Habitación;Villa El Salvador;1;0;0;26;950.0;420.0;25.0
1126;Habitación;Villa El Salvador;0;0;0;25;1200.0;430.0;
1127;Casa en condominio;Jesús María;6;3;6;220;5700.0;1000.0;560.0
1128;Casa;Mi Perú;5;2;3;520;4900.0;724.0;519.0
1129;Habitación;San Borja;1;0;0;30;1180.0;455.0;70.0
1130;Casa;Ate;5;4;3;622;10000.0;1134.0;
1131;Casa;San Miguel;2;0;0;74;1300.0;;
1132;Casa en condominio;Ate;5;3;5;775;25000.0;1750.0;21400.0
1133;Casa en condominio;Ate;6;6;5;800;18000.0;1000.0;13000.0
1134;Habitación;Chorrillos;1;0;0;21;900.0;350.0;24.0
1135;Casa en condominio;Ate;4;4;4;651;35000.0;1700.0;12000.0
1136;Habitación;San Borja;1;0;0;35;1300.0;470.0;25.0
1137;Casa en condominio;Ate;5;0;0;800;22000.0;2400.0;1400.0
1138;Casa en condominio;Ate;4;3;4;423;16000.0;2150.0;1500.0
1139;Casa en condominio;Ate;4;4;4;800;17000.0;2695.0;
1140;Casa;Cieneguilla;2;0;0;70;850.0;;
1141;Casa;Lince;2;0;0;70;1100.0;;
1142;Habitación;Punta Hermosa;0;0;0;24;900.0;450.0;
1143;Casa en condominio;Jesús María;4;2;4;340;8500.0;500.0;690.0
1144;Casa en condominio;Ate;5;6;5;680;20000.0;2870.0;1200.0
1145;Habitación;La Punta;1;0;0;32;1200.0;680.0;55.0
1146;Casa en condominio;Mi Perú;2;1;0;62;800.0;165.0;
1147;Casa;Santa Anita;2;1;0;38;1450.0;160.0;
1148;Casa;Ancón;2;1;0;60;900.0;;
1149;Casa;San Luis;2;1;0;59;1300.0;250.0;
1150;Casa en condominio;Ate;5;3;5;900;25000.0;1415.0;1216.0
1151;Casa;Ancón;2;1;0;60;800.0;;
1152;Habitación;Pachacámac;1;0;0;30;750.0;350.0;
1153;Casa comercial;Chorrillos;0;0;0;250;16000.0;;
1154;Casa;Pucusana;4;3;3;520;15000.0;2800.0;800.0
1155;Casa en condominio;Ate;4;3;4;550;25000.0;1967.0;1330.0
1156;Casa de villa;Ventanilla;2;0;0;55;1400.0;80.0;25.0
1157;Habitación;San Borja;1;0;0;30;1300.0;350.0;250.0
1158;Casa de villa;El Agustino;1;0;0;40;500.0;;
1159;Habitación;Pachacámac;0;0;0;25;1000.0;390.0;
1160;Casa en condominio;Jesús María;4;4;1;200;3000.0;150.0;
1161;Casa;Lince;1;0;0;65;600.0;;
1162;Casa;El Agustino;2;0;0;35;750.0;;
1163;Habitación;San Borja;1;0;0;25;1200.0;550.0;54.0
1164;Casa en condominio;Ate;4;3;4;315;8000.0;1082.0;820.0
1165;Habitación;San Miguel;0;0;0;30;1100.0;400.0;
1166;Casa;Lince;2;0;0;58;900.0;;
1167;Casa;Lince;1;0;0;50;550.0;;
1168;Casa en condominio;Ate;3;3;2;700;7000.0;2500.0;760.0
1169;Habitación;San Bartolo;1;0;0;31;1200.0;450.0;553.0
1170;Casa de villa;San Miguel;3;3;1;300;4950.0;135.0;170.0
1171;Casa en condominio;Jesús María;5;3;5;800;10000.0;1500.0;171.0
1172;Casa;El Agustino;1;1;0;45;800.0;;
1173;Habitación;San Borja;1;0;0;30;1200.0;320.0;54.0
1174;Casa;Bellavista;2;3;0;98;1400.0;;
1175;Habitación;Pachacámac;1;0;0;28;1700.0;320.0;202.0
1176;Habitación;San Miguel;1;0;0;30;990.0;;
1177;Casa en condominio;Ate;6;6;6;964;16000.0;1200.0;2398.0
1178;Casa de villa;Ancón;2;0;0;50;500.0;;
1179;Casa;Lince;1;0;0;55;650.0;;
1180;Casa de villa;Lince;1;0;0;40;550.0;;
1181;Casa en condominio;Ate;5;7;5;780;18000.0;2081.0;1540.0
1182;Habitación;Pachacámac;1;0;0;23;650.0;439.0;25.0
1183;Casa en condominio;Ate;4;3;4;512;15000.0;1967.0;1400.0
1184;Casa;Independencia;3;4;1;400;2000.0;;223.0
1185;Casa en condominio;San Luis;5;2;1;325;3000.0;200.0;383.0
1186;Casa en condominio;Ate;4;8;4;1000;7900.0;1800.0;1400.0
1187;Habitación;San Borja;1;0;0;38;1900.0;363.0;71.0
1188;Habitación;Chorrillos;0;0;0;20;1200.0;436.0;
1189;Casa en condominio;Jesús María;4;4;4;500;9000.0;1000.0;1100.0
1190;Casa;Callao;3;2;2;80;2000.0;;821.0
1191;Casa;Ate;5;0;5;580;17000.0;1800.0;
1192;Casa;Lince;2;1;0;110;1300.0;;
1193;Habitación;Pachacámac;1;0;0;28;900.0;172.0;24.0
1194;Casa;Lince;2;1;1;100;1000.0;;
1195;Habitación;Villa El Salvador;1;0;0;50;1050.0;800.0;70.0
1196;Habitación;San Borja;1;0;0;26;1000.0;415.0;56.0
1197;Habitación;San Borja;0;0;0;35;1000.0;511.0;
1198;Casa de villa;El Agustino;2;0;0;50;800.0;;
1199;Habitación;Pachacámac;0;0;0;23;1000.0;242.0;20.0
1200;Casa;Lince;1;0;0;55;500.0;;
1201;Habitación;San Borja;0;0;0;30;1300.0;560.0;
1202;Casa en condominio;Ate;4;4;2;600;30000.0;1050.0;1300.0
1203;Casa de villa;Santa María del Mar;2;0;0;80;1800.0;50.0;
1204;Casa comercial;Pachacámac;0;0;0;25;750.0;;21.0
1205;Casa en condominio;Ate;4;4;4;600;17000.0;1800.0;2200.0
1206;Habitación;San Borja;1;0;0;35;1900.0;470.0;25.0
1207;Habitación;San Borja;1;0;0;25;1500.0;520.0;25.0
1208;Habitación;San Borja;1;0;0;17;800.0;520.0;17.0
1209;Habitación;San Borja;1;0;0;41;1100.0;640.0;68.0
1210;Casa en condominio;Villa El Salvador;3;2;1;160;3000.0;;
1211;Habitación;Pachacámac;0;0;0;30;800.0;505.0;
1212;Casa en condominio;Ate;5;0;5;900;20000.0;1324.0;16000.0
1213;Habitación;Pachacámac;1;0;0;25;800.0;350.0;20.0
1214;Casa comercial;Los Olivos;0;4;0;403;5000.0;;958.0
1215;Casa de villa;Santiago de Surco;2;0;0;50;700.0;;
1216;Casa en condominio;Callao;4;1;4;253;3600.0;805.0;239.0
1217;Habitación;San Borja;1;0;0;35;1800.0;420.0;55.0
1218;Casa;Mi Perú;2;0;0;42;900.0;;
1219;Casa en condominio;Ate;4;5;4;325;8009.0;600.0;
1220;Casa en condominio;Ate;4;2;2;210;5000.0;970.0;
1221;Casa;Lince;2;1;0;70;800.0;;
1222;Casa;La Molina;3;1;0;85;1350.0;;18.0
1223;Casa;Lince;1;0;0;100;1500.0;;
1224;Habitación;Villa El Salvador;1;0;0;31;1200.0;316.0;25.0
1225;Casa;Ate;6;5;5;765;7000.0;1699.0;
1226;Habitación;San Borja;1;0;0;25;900.0;270.0;
1227;Habitación;Pachacámac;1;0;1;24;1500.0;500.0;18.0
1228;Casa en condominio;Ate;6;3;3;430;7500.0;150.0;1000.0
1229;Casa comercial;Callao;0;0;0;80;5000.0;2234.0;307.0
1230;Casa en condominio;Jesús María;3;2;3;224;4500.0;1622.0;418.0
1231;Casa;Ate;5;2;4;622;10000.0;1129.0;
1232;Casa en condominio;Ate;4;0;4;1000;25000.0;2500.0;25000.0
1233;Casa;Lince;3;1;1;100;1500.0;;
1234;Casa comercial;Santa Anita;0;3;0;280;5500.0;;245.0
1235;Casa;San Borja;2;1;0;93;1500.0;;17.0
1236;Habitación;San Borja;1;0;0;30;1600.0;411.0;23.0
1237;Habitación;Pachacámac;1;0;0;30;700.0;450.0;25.0
1238;Casa comercial;Comas;0;0;0;32;4500.0;1400.0;400.0
1239;Habitación;San Borja;1;0;0;33;1300.0;350.0;25.0
1240;Casa en condominio;Ate;5;5;5;580;15000.0;820.0;10674.0
1241;Casa en condominio;Ate;4;4;2;400;7500.0;1145.0;750.0
1242;Casa comercial;Punta Hermosa;27;0;10;1000;13000.0;;900.0
1243;Casa en condominio;Villa El Salvador;3;1;1;100;2000.0;200.0;1.0
1244;Habitación;Pachacámac;1;0;0;32;1100.0;400.0;22.0
1245;Habitación;San Borja;1;1;0;35;2200.0;560.0;64.0
1246;Habitación;Pachacámac;1;0;0;20;850.0;390.0;24.0
1247;Casa en condominio;Ate;4;10;0;771;25000.0;1550.0;147.0
1248;Casa de villa;La Punta;2;1;0;98;1350.0;330.0;36.0
1249;Casa en condominio;Lince;3;3;0;150;3000.0;50.0;71.0
1250;Habitación;Villa El Salvador;1;0;0;25;1250.0;460.0;
1251;Casa;Jesús María;2;3;1;130;3200.0;;300.0
1252;Casa comercial;Ventanilla;0;3;0;140;12000.0;;489.0
1253;Casa de villa;San Isidro;1;1;0;45;750.0;30.0;
1254;Casa comercial;Chorrillos;0;0;0;424;18000.0;;21422.0
1255;Casa comercial;Punta Hermosa;0;6;0;391;14000.0;;631.0
1256;Habitación;Pachacámac;1;0;0;28;780.0;420.0;24.0
1257;Casa en condominio;Ate;4;4;0;365;10000.0;1207.0;1197.0
1258;Casa;Jesús María;3;3;1;300;15000.0;1608.0;312.0
1259;Habitación;Chorrillos;1;0;0;35;2400.0;500.0;50.0
1260;Habitación;San Borja;1;0;0;25;750.0;496.0;29.0
1261;Casa;Ate;6;4;4;300;13000.0;800.0;1500.0
1262;Casa;Ventanilla;3;0;0;75;2100.0;;67.0
1263;Casa;Lurigancho;4;1;4;387;25000.0;;582.0
1264;Casa;Mi Perú;2;3;0;100;1200.0;;
1265;Casa;Santa Anita;2;1;0;120;2000.0;;70.0
1266;Habitación;Rímac;0;0;0;30;1800.0;;
1267;Casa;Ate;5;20;0;460;16000.0;;
1268;Casa;Ventanilla;2;0;0;45;1400.0;80.0;
1269;Casa en condominio;Ate;5;4;4;400;7000.0;811.0;
1270;Habitación;San Borja;1;0;1;40;4000.0;400.0;
1271;Casa en condominio;Punta Hermosa;4;4;4;640;28000.0;2400.0;1300.0
1272;Casa de villa;Villa María del Triunfo;1;0;0;50;1100.0;;7.0
1273;Habitación;Pachacámac;1;0;0;25;780.0;350.0;20.0
1274;Casa comercial;Santa Anita;0;0;0;144;5000.0;;890.0
1275;Habitación;San Borja;1;0;0;28;1700.0;460.0;55.0
1276;Casa;Lince;2;3;0;80;1300.0;;
1277;Casa comercial;Lurín;0;0;0;180;4000.0;;220.0
