Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto
Casa;Jesús María;6;0;4;600;10000.0;;1080.0
Habitación;Surquillo;1;0;0;35;900.0;310.0;25.0
Habitación;San Miguel;1;1;0;33;1500.0;415.0;159.0
Casa de villa;Chorrillos;2;1;0;50;2000.0;;
Habitación;Comas;1;0;0;23;1500.0;700.0;27.0
Casa en condominio;Ate;4;4;2;385;7500.0;1150.0;750.0
Casa de villa;La Punta;4;2;4;180;3000.0;;
Casa en condominio;Ate;5;4;5;631;18000.0;980.0;1800.0
Habitación;San Borja;0;0;0;30;900.0;640.0;24.0
Casa en condominio;Pucusana;6;35;4;1100;22000.0;;
Casa;Ancón;2;1;0;60;1000.0;;
Habitación;Chorrillos;1;0;0;25;1100.0;570.0;
Casa comercial;Chorrillos;0;5;0;600;28000.0;;2948.0
Casa comercial;Chorrillos;1;5;0;563;18000.0;;1600.0
Casa;Lince;1;0;0;70;700.0;;
Casa;Lince;2;0;0;74;800.0;;
Casa;Ate;5;4;3;1008;10000.0;1390.0;148.0
Casa;Lince;4;1;0;80;7000.0;;
Casa comercial;Comas;0;0;0;80;13000.0;;250.0
Casa;Jesús María;4;2;3;250;3800.0;490.0;
Casa;Magdalena del Mar;1;2;0;47;850.0;;
Casa de villa;Santa Rosa;1;0;0;50;900.0;;
Casa en condominio;Jesús María;3;2;3;145;2500.0;463.0;
Casa;Lince;2;2;0;65;1000.0;440.0;
Casa en condominio;Ate;4;4;2;600;30000.0;1100.0;13999.0
Casa;Ate;5;4;5;638;25000.0;1450.0;1800.0
Casa comercial;Comas;0;0;0;209;26000.0;;
Casa en condominio;Jesús María;3;2;3;250;4500.0;900.0;519.0
Casa de villa;San Luis;0;0;0;28;500.0;;35.0
Casa;Ate;5;3;3;400;8450.0;790.0;600.0
Habitación;Chorrillos;1;0;0;27;1400.0;258.0;24.0
Casa en condominio;Ate;4;0;4;250;13000.0;600.0;
Casa en condominio;Ate;4;3;4;355;9000.0;707.0;600.0
Habitación;Villa El Salvador;1;0;0;26;1500.0;360.0;35.0
Casa en condominio;Ate;4;4;4;869;24000.0;2220.0;2269.0
Casa en condominio;Villa El Salvador;4;4;1;220;3300.0;723.0;
Casa en condominio;San Luis;8;0;0;720;6000.0;500.0;100.0
Habitación;San Borja;1;1;0;24;1100.0;341.0;22.0
Casa en condominio;Jesús María;3;2;3;260;12500.0;;
Casa de villa;San Martín de Porres;2;0;0;55;800.0;;
Casa;Los Olivos;1;0;0;45;500.0;;
Casa;Breña;4;5;2;165;4700.0;;
Casa en condominio;Jesús María;4;3;3;153;3500.0;900.0;100.0
Casa de villa;Ancón;1;0;0;30;500.0;;
Casa;San Isidro;3;10;1;120;2300.0;;
Habitación;San Borja;1;0;0;32;1100.0;530.0;28.0
Casa comercial;Pucusana;0;4;0;416;15000.0;;4516.0
Casa comercial;Jesús María;0;0;0;130;6500.0;200.0;502.0
Casa en condominio;Ate;4;0;4;590;20000.0;2000.0;
Casa de villa;Villa El Salvador;1;0;0;40;670.0;;2.0
Casa;San Borja;2;1;0;80;850.0;520.0;12.0
Casa;Mi Perú;2;1;0;60;800.0;;
Casa de villa;Barranco;1;0;0;24;500.0;8.0;13.0
Habitación;Mi Perú;1;0;0;70;400.0;;
Casa;San Miguel;1;0;0;40;900.0;;
Habitación;San Borja;1;0;0;42;2000.0;370.0;26.0
Casa comercial;Lince;0;4;0;400;6000.0;;70.0
Casa comercial;Ate;0;0;0;200;10000.0;1.0;150.0
Casa;Punta Hermosa;4;4;2;490;20000.0;670.0;
Casa en condominio;Jesús María;3;2;1;250;6000.0;955.0;542.0
Casa comercial;Punta Hermosa;0;0;0;215;7900.0;1.0;253.0
Casa en condominio;Ate;4;5;1;680;7500.0;150.0;950.0
Casa en condominio;Ate;5;6;5;755;14000.0;2200.0;2000.0
Habitación;Pachacámac;1;0;0;21;800.0;306.0;
Casa;Mi Perú;5;6;3;810;7000.0;525.0;
Casa;Lince;2;1;1;70;1350.0;;
Casa en condominio;Ate;6;4;4;720;12000.0;800.0;
Habitación;San Borja;0;0;0;36;1500.0;570.0;100.0
Casa;Lince;3;1;1;100;1500.0;;
Habitación;Pucusana;1;0;0;30;500.0;;31.0
Casa;Lurín;2;1;0;107;1700.0;;
Casa en condominio;Chorrillos;5;0;0;600;18000.0;;2300.0
Casa;La Molina;2;2;1;90;2000.0;;
Casa;La Perla;1;0;0;40;550.0;;
Casa en condominio;Ancón;2;2;2;75;1800.0;;
Casa;La Molina;4;0;1;100;1800.0;;40.0
Casa;Santa Anita;4;1;1;125;1900.0;;
Casa comercial;Chorrillos;1;4;0;450;22000.0;;3142.0
Casa en condominio;San Miguel;3;1;0;78;1200.0;375.0;29.0
Casa en condominio;Ate;6;0;4;700;30000.0;2100.0;700.0
Casa en condominio;Ate;5;9;4;870;28000.0;1650.0;
Casa comercial;San Miguel;0;6;0;342;15000.0;;1900.0
Casa;Lurín;3;2;1;111;1800.0;;180.0
Habitación;San Borja;1;0;0;18;1000.0;530.0;25.0
Casa en condominio;Ate;4;4;4;600;35000.0;1100.0;12800.0
Habitación;El Agustino;1;0;0;30;500.0;;
Habitación;Punta Hermosa;0;0;0;24;800.0;477.0;25.0
Casa;San Isidro;2;0;0;75;1500.0;;
Casa;Callao;1;0;0;50;1100.0;;18.0
Casa;San Borja;2;1;0;60;600.0;;
Habitación;Chorrillos;1;0;0;25;1500.0;360.0;
Casa en condominio;Ate;3;6;1;420;6900.0;1042.0;773.0
Casa;Jesús María;4;4;4;571;10000.0;850.0;
Habitación;San Borja;1;0;0;28;1000.0;387.0;24.0
Casa en condominio;Ate;5;5;4;900;12000.0;1500.0;25000.0
Habitación;Chorrillos;1;0;0;28;950.0;290.0;27.0
Casa;San Miguel;4;5;0;274;19000.0;;
Habitación;Villa El Salvador;1;0;0;18;890.0;300.0;
Casa;San Borja;3;1;2;150;8000.0;;99.0
Casa comercial;Pachacámac;0;0;0;370;11000.0;;83.0
Casa;Chaclacayo;2;1;0;70;3000.0;;150.0
Casa;Bellavista;2;0;0;100;1000.0;;
Casa;Lurigancho;4;1;4;356;20000.0;;1189.0
Casa en condominio;Villa El Salvador;4;3;2;200;3600.0;600.0;
Casa en condominio;Pucusana;3;7;3;320;7500.0;1900.0;950.0
Casa de villa;San Miguel;2;1;2;90;2700.0;600.0;170.0
Casa comercial;Chorrillos;0;2;0;261;18000.0;;1442.0
Casa;Chorrillos;4;2;0;221;13000.0;;
Habitación;La Punta;1;0;0;26;900.0;402.0;
Casa;Lurigancho;5;5;4;450;35000.0;;1540.0
Habitación;Ate;1;0;0;35;670.0;;
Casa;Lima;2;0;2;63;2300.0;;
Habitación;Comas;1;0;1;45;2200.0;560.0;50.0
Casa de villa;Lince;1;0;0;50;550.0;;
Casa en condominio;Villa El Salvador;5;3;5;350;4500.0;400.0;1.0
Casa;La Perla;2;0;0;40;500.0;;
Habitación;Villa El Salvador;0;0;0;34;1300.0;400.0;69.0
Casa en condominio;Ate;5;2;4;285;9500.0;600.0;500.0
Habitación;San Borja;1;0;0;23;1200.0;430.0;25.0
Casa comercial;Comas;0;0;0;280;35000.0;;
Casa;Cieneguilla;2;0;0;27;900.0;;
Casa;Ate;4;0;2;400;5500.0;2619.0;
Casa en condominio;Ate;4;4;4;674;25000.0;2100.0;2000.0
Habitación;San Borja;1;0;0;25;1100.0;431.0;30.0
Casa;Villa María del Triunfo;4;1;4;220;5200.0;400.0;
Casa;Ate;2;1;0;93;1200.0;;
Casa en condominio;Ate;4;3;4;381;9000.0;706.0;
Casa comercial;Chorrillos;12;2;1;380;15000.0;;1640.0
Casa;Comas;2;0;0;55;1000.0;71.0;
Casa en condominio;Rímac;4;2;0;800;30000.0;2000.0;1000.0
Casa en condominio;Callao;3;6;1;272;3000.0;472.0;259.0
Casa;Santa Anita;2;0;0;66;1300.0;100.0;
Casa de villa;La Victoria;2;1;0;71;1200.0;80.0;
Habitación;Rímac;1;0;0;30;1600.0;560.0;29.0
Casa;Comas;2;1;0;80;1500.0;;
Casa de villa;Lurín;6;1;1;132;4500.0;200.0;210.0
Casa en condominio;Ate;5;3;5;775;25000.0;2134.0;20987.0
Habitación;Santiago de Surco;1;0;0;35;1300.0;300.0;
Casa en condominio;Ate;4;4;3;256;7900.0;1495.0;700.0
Casa;Ate;5;2;5;320;16000.0;1000.0;800.0
Habitación;Chorrillos;1;0;0;25;1600.0;450.0;30.0
Habitación;Pachacámac;0;0;0;20;700.0;250.0;15.0
Casa en condominio;Punta Hermosa;4;2;2;400;9000.0;850.0;450.0
Casa en condominio;Ate;4;2;1;258;6500.0;1500.0;650.0
Casa;San Isidro;1;0;0;40;700.0;;
Casa en condominio;Villa María del Triunfo;2;1;2;90;1800.0;;
Habitación;Lurín;0;0;0;22;1000.0;399.0;
Casa;Lince;2;1;1;70;850.0;;
Casa;Lince;3;1;0;80;1300.0;;
Casa de villa;La Molina;2;0;0;100;1500.0;150.0;50.0
Casa;Lurigancho;4;3;3;500;18500.0;;993.0
Habitación;Lurín;1;0;0;24;1200.0;450.0;24.0
Habitación;San Borja;1;0;0;25;1000.0;490.0;56.0
Casa de villa;Comas;2;1;0;60;1100.0;;
Habitación;San Borja;0;0;0;20;700.0;710.0;80.0
Habitación;San Borja;1;0;0;35;2400.0;500.0;250.0
Casa en condominio;Ate;4;3;3;260;7900.0;1495.0;700.0
Habitación;Villa El Salvador;1;0;0;23;1100.0;348.0;30.0
Casa;Lurigancho;5;4;4;2252;35000.0;;1794.0
Casa comercial;Chorrillos;0;0;0;212;4800.0;;403.0
Habitación;San Borja;0;0;0;42;1000.0;495.0;25.0
Casa en condominio;Ate;5;4;4;628;11000.0;1700.0;2200.0
Casa en condominio;Ate;4;6;4;500;25000.0;1586.0;1298.0
Casa en condominio;Ate;5;4;5;300;9000.0;580.0;680.0
Habitación;Pachacámac;1;0;0;31;1100.0;480.0;
Casa comercial;Chorrillos;0;0;0;450;15000.0;;2000.0
Casa de villa;El Agustino;2;0;0;80;1310.0;;
Casa en condominio;Jesús María;3;1;0;70;1850.0;227.0;
Casa en condominio;Mi Perú;2;1;0;60;800.0;300.0;
Casa;Ate;1;0;0;30;650.0;;
Casa;Callao;4;3;0;260;5000.0;;380.0
Habitación;San Bartolo;1;0;0;36;1600.0;550.0;24.0
Casa en condominio;Ate;4;2;3;330;9000.0;860.0;
Casa;Jesús María;4;2;4;290;5500.0;955.0;
Casa en condominio;Lince;2;1;0;78;1000.0;;
Casa;Breña;4;2;2;430;8000.0;;
Casa;Lince;2;1;0;80;1200.0;;
Casa en condominio;Ate;5;5;5;780;30000.0;1700.0;800.0
Habitación;Comas;1;0;0;28;2000.0;300.0;25.0
Habitación;San Borja;0;0;0;30;1100.0;423.0;24.0
Casa comercial;Comas;0;0;0;60;12000.0;;
Casa;Lince;2;4;0;80;1200.0;;
Habitación;Rímac;0;0;0;34;1750.0;658.0;97.0
Habitación;Pachacámac;1;0;0;30;1100.0;440.0;24.0
Habitación;San Borja;1;0;0;35;2400.0;612.0;
Casa;Lima;2;0;0;100;950.0;;
Casa en condominio;San Luis;4;2;4;160;2800.0;250.0;250.0
Casa de villa;Carmen de La Legua;2;0;0;80;800.0;;
Casa;Pueblo Libre;4;2;3;409;10000.0;;1025.0
Casa en condominio;Ate;4;2;4;350;13000.0;1500.0;1000.0
Casa en condominio;Ate;4;4;3;622;10000.0;1380.0;1486.0
Casa en condominio;Villa El Salvador;3;2;1;135;2000.0;830.0;120.0
Casa comercial;Breña;5;1;0;300;12500.0;;
Casa en condominio;Ate;6;4;6;700;25000.0;1600.0;1200.0
Habitación;Lurín;1;0;0;24;1000.0;474.0;29.0
Casa comercial;Chorrillos;5;4;0;332;30000.0;;
Casa comercial;San Miguel;0;5;0;400;7000.0;;515.0
Habitación;San Borja;1;0;0;30;1650.0;340.0;291.0
Habitación;San Borja;1;0;0;28;1250.0;521.0;25.0
Casa;Pueblo Libre;10;0;0;500;26000.0;;2670.0
Habitación;Villa El Salvador;0;0;0;30;1400.0;360.0;30.0
Casa en condominio;Ate;5;3;5;338;12000.0;900.0;1000.0
Casa comercial;San Miguel;4;5;0;320;17000.0;;
Casa;Pucusana;3;3;0;360;12000.0;;104.0
Casa en condominio;Ate;5;0;5;850;20000.0;2150.0;2600.0
Habitación;San Miguel;1;0;1;26;800.0;483.0;24.0
Habitación;Chorrillos;1;0;0;35;1700.0;450.0;50.0
Habitación;San Borja;1;0;0;40;1300.0;380.0;
Casa en condominio;Chorrillos;4;1;0;120;4500.0;150.0;100.0
Casa;Lince;2;0;0;60;700.0;;
Casa en condominio;Punta Hermosa;6;4;0;650;7000.0;1200.0;800.0
Casa en condominio;Ate;6;5;6;615;20000.0;2000.0;1000.0
Habitación;Villa El Salvador;1;0;0;26;950.0;420.0;25.0
Habitación;Villa El Salvador;0;0;0;25;1200.0;430.0;
Casa en condominio;Jesús María;6;3;6;220;5700.0;1000.0;560.0
Casa;Mi Perú;5;2;3;520;4900.0;724.0;519.0
Habitación;San Borja;1;0;0;30;1180.0;455.0;70.0
Casa;Ate;5;4;3;622;10000.0;1134.0;
Casa;San Miguel;2;0;0;74;1300.0;;
Casa en condominio;Ate;5;3;5;775;25000.0;1750.0;21400.0
Casa en condominio;Ate;6;6;5;800;18000.0;1000.0;13000.0
Habitación;Chorrillos;1;0;0;21;900.0;350.0;24.0
Casa en condominio;Ate;4;4;4;651;35000.0;1700.0;12000.0
Habitación;San Borja;1;0;0;35;1300.0;470.0;25.0
Casa en condominio;Ate;5;0;0;800;22000.0;2400.0;1400.0
Casa en condominio;Ate;4;3;4;423;16000.0;2150.0;1500.0
Casa en condominio;Ate;4;4;4;800;17000.0;2695.0;
Casa;Cieneguilla;2;0;0;70;850.0;;
Casa;Lince;2;0;0;70;1100.0;;
Habitación;Punta Hermosa;0;0;0;24;900.0;450.0;
Casa en condominio;Jesús María;4;2;4;340;8500.0;500.0;690.0
Casa en condominio;Ate;5;6;5;680;20000.0;2870.0;1200.0
Habitación;La Punta;1;0;0;32;1200.0;680.0;55.0
Casa en condominio;Mi Perú;2;1;0;62;800.0;165.0;
Casa;Santa Anita;2;1;0;38;1450.0;160.0;
Casa;Ancón;2;1;0;60;900.0;;
Casa;San Luis;2;1;0;59;1300.0;250.0;
Casa en condominio;Ate;5;3;5;900;25000.0;1415.0;1216.0
Casa;Ancón;2;1;0;60;800.0;;
Habitación;Pachacámac;1;0;0;30;750.0;350.0;
Casa comercial;Chorrillos;0;0;0;250;16000.0;;
Casa;Pucusana;4;3;3;520;15000.0;2800.0;800.0
Casa en condominio;Ate;4;3;4;550;25000.0;1967.0;1330.0
Casa de villa;Ventanilla;2;0;0;55;1400.0;80.0;25.0
Habitación;San Borja;1;0;0;30;1300.0;350.0;250.0
Casa de villa;El Agustino;1;0;0;40;500.0;;
Habitación;Pachacámac;0;0;0;25;1000.0;390.0;
Casa en condominio;Jesús María;4;4;1;200;3000.0;150.0;
Casa;Lince;1;0;0;65;600.0;;
Casa;El Agustino;2;0;0;35;750.0;;
Habitación;San Borja;1;0;0;25;1200.0;550.0;54.0
Casa en condominio;Ate;4;3;4;315;8000.0;1082.0;820.0
Habitación;San Miguel;0;0;0;30;1100.0;400.0;
Casa;Lince;2;0;0;58;900.0;;
Casa;Lince;1;0;0;50;550.0;;
Casa en condominio;Ate;3;3;2;700;7000.0;2500.0;760.0
Habitación;San Bartolo;1;0;0;31;1200.0;450.0;553.0
Casa de villa;San Miguel;3;3;1;300;4950.0;135.0;170.0
Casa en condominio;Jesús María;5;3;5;800;10000.0;1500.0;171.0
Casa;El Agustino;1;1;0;45;800.0;;
Habitación;San Borja;1;0;0;30;1200.0;320.0;54.0
Casa;Bellavista;2;3;0;98;1400.0;;
Habitación;Pachacámac;1;0;0;28;1700.0;320.0;202.0
Habitación;San Miguel;1;0;0;30;990.0;;
Casa en condominio;Ate;6;6;6;964;16000.0;1200.0;2398.0
Casa de villa;Ancón;2;0;0;50;500.0;;
Casa;Lince;1;0;0;55;650.0;;
Casa de villa;Lince;1;0;0;40;550.0;;
Casa en condominio;Ate;5;7;5;780;18000.0;2081.0;1540.0
Habitación;Pachacámac;1;0;0;23;650.0;439.0;25.0
Casa en condominio;Ate;4;3;4;512;15000.0;1967.0;1400.0
Casa;Independencia;3;4;1;400;2000.0;;223.0
Casa en condominio;San Luis;5;2;1;325;3000.0;200.0;383.0
Casa en condominio;Ate;4;8;4;1000;7900.0;1800.0;1400.0
Habitación;San Borja;1;0;0;38;1900.0;363.0;71.0
Habitación;Chorrillos;0;0;0;20;1200.0;436.0;
Casa en condominio;Jesús María;4;4;4;500;9000.0;1000.0;1100.0
Casa;Callao;3;2;2;80;2000.0;;821.0
Casa;Ate;5;0;5;580;17000.0;1800.0;
Casa;Lince;2;1;0;110;1300.0;;
Habitación;Pachacámac;1;0;0;28;900.0;172.0;24.0
Casa;Lince;2;1;1;100;1000.0;;
Habitación;Villa El Salvador;1;0;0;50;1050.0;800.0;70.0
Habitación;San Borja;1;0;0;26;1000.0;415.0;56.0
Habitación;San Borja;0;0;0;35;1000.0;511.0;
Casa de villa;El Agustino;2;0;0;50;800.0;;
Habitación;Pachacámac;0;0;0;23;1000.0;242.0;20.0
Casa;Lince;1;0;0;55;500.0;;
Habitación;San Borja;0;0;0;30;1300.0;560.0;
Casa en condominio;Ate;4;4;2;600;30000.0;1050.0;1300.0
Casa de villa;Santa María del Mar;2;0;0;80;1800.0;50.0;
Casa comercial;Pachacámac;0;0;0;25;750.0;;21.0
Casa en condominio;Ate;4;4;4;600;17000.0;1800.0;2200.0
Habitación;San Borja;1;0;0;35;1900.0;470.0;25.0
Habitación;San Borja;1;0;0;25;1500.0;520.0;25.0
Habitación;San Borja;1;0;0;17;800.0;520.0;17.0
Habitación;San Borja;1;0;0;41;1100.0;640.0;68.0
Casa en condominio;Villa El Salvador;3;2;1;160;3000.0;;
Habitación;Pachacámac;0;0;0;30;800.0;505.0;
Casa en condominio;Ate;5;0;5;900;20000.0;1324.0;16000.0
Habitación;Pachacámac;1;0;0;25;800.0;350.0;20.0
Casa comercial;Los Olivos;0;4;0;403;5000.0;;958.0
Casa de villa;Santiago de Surco;2;0;0;50;700.0;;
Casa en condominio;Callao;4;1;4;253;3600.0;805.0;239.0
Habitación;San Borja;1;0;0;35;1800.0;420.0;55.0
Casa;Mi Perú;2;0;0;42;900.0;;
Casa en condominio;Ate;4;5;4;325;8009.0;600.0;
Casa en condominio;Ate;4;2;2;210;5000.0;970.0;
Casa;Lince;2;1;0;70;800.0;;
Casa;La Molina;3;1;0;85;1350.0;;18.0
Casa;Lince;1;0;0;100;1500.0;;
Habitación;Villa El Salvador;1;0;0;31;1200.0;316.0;25.0
Casa;Ate;6;5;5;765;7000.0;1699.0;
Habitación;San Borja;1;0;0;25;900.0;270.0;
Habitación;Pachacámac;1;0;1;24;1500.0;500.0;18.0
Casa en condominio;Ate;6;3;3;430;7500.0;150.0;1000.0
Casa comercial;Callao;0;0;0;80;5000.0;2234.0;307.0
Casa en condominio;Jesús María;3;2;3;224;4500.0;1622.0;418.0
Casa;Ate;5;2;4;622;10000.0;1129.0;
Casa en condominio;Ate;4;0;4;1000;25000.0;2500.0;25000.0
Casa;Lince;3;1;1;100;1500.0;;
Casa comercial;Santa Anita;0;3;0;280;5500.0;;245.0
Casa;San Borja;2;1;0;93;1500.0;;17.0
Habitación;San Borja;1;0;0;30;1600.0;411.0;23.0
Habitación;Pachacámac;1;0;0;30;700.0;450.0;25.0
Casa comercial;Comas;0;0;0;32;4500.0;1400.0;400.0
Habitación;San Borja;1;0;0;33;1300.0;350.0;25.0
Casa en condominio;Ate;5;5;5;580;15000.0;820.0;10674.0
Casa en condominio;Ate;4;4;2;400;7500.0;1145.0;750.0
Casa comercial;Punta Hermosa;27;0;10;1000;13000.0;;900.0
Casa en condominio;Villa El Salvador;3;1;1;100;2000.0;200.0;1.0
Habitación;Pachacámac;1;0;0;32;1100.0;400.0;22.0
Habitación;San Borja;1;1;0;35;2200.0;560.0;64.0
Habitación;Pachacámac;1;0;0;20;850.0;390.0;24.0
Casa en condominio;Ate;4;10;0;771;25000.0;1550.0;147.0
Casa de villa;La Punta;2;1;0;98;1350.0;330.0;36.0
Casa en condominio;Lince;3;3;0;150;3000.0;50.0;71.0
Habitación;Villa El Salvador;1;0;0;25;1250.0;460.0;
Casa;Jesús María;2;3;1;130;3200.0;;300.0
Casa comercial;Ventanilla;0;3;0;140;12000.0;;489.0
Casa de villa;San Isidro;1;1;0;45;750.0;30.0;
Casa comercial;Chorrillos;0;0;0;424;18000.0;;21422.0
Casa comercial;Punta Hermosa;0;6;0;391;14000.0;;631.0
Habitación;Pachacámac;1;0;0;28;780.0;420.0;24.0
Casa en condominio;Ate;4;4;0;365;10000.0;1207.0;1197.0
Casa;Jesús María;3;3;1;300;15000.0;1608.0;312.0
Habitación;Chorrillos;1;0;0;35;2400.0;500.0;50.0
Habitación;San Borja;1;0;0;25;750.0;496.0;29.0
Casa;Ate;6;4;4;300;13000.0;800.0;1500.0
Casa;Ventanilla;3;0;0;75;2100.0;;67.0
Casa;Lurigancho;4;1;4;387;25000.0;;582.0
Casa;Mi Perú;2;3;0;100;1200.0;;
Casa;Santa Anita;2;1;0;120;2000.0;;70.0
Habitación;Rímac;0;0;0;30;1800.0;;
Casa;Ate;5;20;0;460;16000.0;;
Casa;Ventanilla;2;0;0;45;1400.0;80.0;
Casa en condominio;Ate;5;4;4;400;7000.0;811.0;
Habitación;San Borja;1;0;1;40;4000.0;400.0;
Casa en condominio;Punta Hermosa;4;4;4;640;28000.0;2400.0;1300.0
Casa de villa;Villa María del Triunfo;1;0;0;50;1100.0;;7.0
Habitación;Pachacámac;1;0;0;25;780.0;350.0;20.0
Casa comercial;Santa Anita;0;0;0;144;5000.0;;890.0
Habitación;San Borja;1;0;0;28;1700.0;460.0;55.0
Casa;Lince;2;3;0;80;1300.0;;
Casa comercial;Lurín;0;0;0;180;4000.0;;220.0
Casa en condominio;Ate;5;4;5;900;21000.0;1300.0;1600.0
Casa en condominio;Ate;5;5;2;400;12500.0;1907.0;
Casa;Lurigancho;3;0;0;115;4500.0;;229.0
Habitación;Lurín;1;0;0;24;1300.0;489.0;
Casa en condominio;Pucusana;4;3;2;300;10000.0;1630.0;650.0
Casa;San Isidro;1;0;0;50;500.0;;
Casa en condominio;Ate;4;0;4;320;7000.0;500.0;1200.0
Casa en condominio;Jesús María;8;4;5;965;20000.0;2200.0;1600.0
Casa en condominio;Jesús María;3;2;3;220;5000.0;1500.0;3800.0
Casa;Pachacámac;2;0;1;180;4200.0;;
Casa en condominio;Ate;4;2;4;266;9000.0;1500.0;
Casa en condominio;Ate;4;8;4;423;8000.0;1000.0;1200.0
Habitación;Pachacámac;1;0;0;30;900.0;435.0;80.0
Casa en condominio;Jesús María;4;3;2;245;4500.0;1135.0;398.0
Habitación;San Borja;0;0;0;36;1500.0;400.0;
Casa en condominio;Ate;4;2;4;240;10000.0;1200.0;600.0
Casa;Chorrillos;1;0;0;40;550.0;;
Casa en condominio;Ate;3;6;1;420;6900.0;992.0;773.0
Casa en condominio;Villa El Salvador;3;1;2;130;2150.0;570.0;27.0
Habitación;San Borja;1;0;0;26;1800.0;335.0;53.0
Habitación;Chorrillos;1;0;0;21;1250.0;472.0;25.0
Casa en condominio;Punta Hermosa;5;4;5;1100;23000.0;2450.0;
Casa;Lince;1;1;0;50;800.0;;
Habitación;San Borja;1;0;0;30;1300.0;606.0;24.0
Casa en condominio;Ate;4;0;3;600;9800.0;2333.0;
Casa;Mi Perú;2;3;1;230;3500.0;;180.0
Casa;La Molina;3;5;1;210;5000.0;;70.0
Casa en condominio;Ate;5;5;2;420;8500.0;850.0;
Casa;Ancón;3;1;3;60;1100.0;;
Casa;Punta Hermosa;4;2;1;336;13500.0;750.0;649.0
Casa en condominio;Ate;5;4;4;622;10000.0;1380.0;1500.0
Casa comercial;Chorrillos;0;6;0;500;23500.0;;
Casa;Lince;3;1;0;120;2000.0;;
Casa;Jesús María;5;3;2;310;8000.0;980.0;350.0
Casa en condominio;Ate;4;2;4;351;15000.0;1900.0;11587.0
Casa en condominio;Jesús María;4;2;3;185;2400.0;880.0;334.0
Casa en condominio;Lince;3;3;2;192;1400.0;;
Casa en condominio;Ate;4;2;1;240;12000.0;1605.0;525.0
Habitación;Lurín;1;0;0;26;1000.0;405.0;
Casa;La Perla;2;0;0;35;850.0;;
Habitación;Comas;1;0;0;29;1600.0;350.0;244.0
Casa en condominio;Ate;5;8;5;900;20000.0;2200.0;1500.0
Casa;Ate;6;0;0;324;7000.0;;300.0
Casa en condominio;Jesús María;4;2;4;197;4000.0;960.0;353.0
Casa;Villa María del Triunfo;4;2;2;200;3400.0;400.0;240.0
Casa en condominio;Ate;5;4;5;300;17000.0;750.0;7500.0
Casa en condominio;Callao;4;2;1;140;2500.0;1200.0;
Habitación;Villa El Salvador;1;0;0;35;2000.0;;29.0
Habitación;Chorrillos;0;0;0;30;1000.0;300.0;29.0
Casa en condominio;Villa María del Triunfo;3;2;1;200;4500.0;160.0;
Habitación;Carmen de La Legua;1;0;0;20;500.0;;
Casa;Bellavista;2;0;0;45;800.0;;
Casa;Carmen de La Legua;4;3;2;304;2500.0;;
Casa en condominio;Lince;2;1;0;74;1500.0;360.0;
Casa en condominio;Ate;5;4;5;450;12000.0;510.0;660.0
Casa en condominio;Rímac;4;2;4;400;25000.0;3500.0;20000.0
Casa comercial;La Punta;0;0;0;540;10000.0;;
Habitación;San Borja;1;0;0;22;2000.0;340.0;160.0
Casa en condominio;Carabayllo;2;1;0;69;1900.0;400.0;49.0
Casa;San Miguel;3;0;0;45;2500.0;;
Casa;Jesús María;5;4;5;1200;15000.0;1600.0;
Habitación;Chorrillos;0;0;0;30;1100.0;417.0;
Casa en condominio;Ate;4;0;4;300;12200.0;1200.0;350.0
Habitación;Mi Perú;1;0;0;30;650.0;;
Habitación;San Borja;1;0;0;33;1500.0;410.0;
Casa en condominio;Jesús María;6;9;6;1280;17000.0;1500.0;14000.0
Casa en condominio;Ate;4;3;2;300;5900.0;530.0;4000.0
Casa en condominio;Jesús María;4;3;2;340;8000.0;960.0;4250.0
Habitación;Cieneguilla;0;0;0;25;800.0;;
Casa;San Luis;5;1;0;161;6000.0;;
Habitación;Villa El Salvador;1;0;0;26;1200.0;230.0;24.0
Casa;Chaclacayo;3;2;2;117;1900.0;90.0;
Casa comercial;Pachacámac;0;1;0;130;5000.0;3000.0;
Casa;Lurigancho;4;4;4;452;20000.0;;
Casa;La Perla;3;2;3;200;12000.0;;400.0
Casa en condominio;Ate;4;3;4;298;14000.0;1490.0;505.0
Casa en condominio;Callao;4;2;2;610;4500.0;930.0;710.0
Habitación;Pachacámac;1;0;0;35;900.0;400.0;170.0
Casa;Punta Hermosa;3;1;2;408;29000.0;850.0;800.0
Habitación;Pachacámac;0;0;0;29;600.0;485.0;25.0
Casa;El Agustino;3;1;0;160;1700.0;;45.0
Casa;La Punta;3;4;1;379;5500.0;;
Casa en condominio;Lince;4;2;1;254;4500.0;320.0;100.0
Casa de villa;Ventanilla;2;0;0;120;1700.0;75.0;
Casa de villa;San Miguel;2;0;0;75;1500.0;342.0;
Casa;Comas;1;0;1;45;750.0;1.0;
Casa en condominio;Ate;4;4;4;330;7500.0;510.0;6000.0
Casa en condominio;Jesús María;4;2;3;156;3500.0;900.0;330.0
Habitación;Chorrillos;1;0;0;21;980.0;445.0;30.0
Casa en condominio;Villa María del Triunfo;5;3;2;430;4000.0;950.0;250.0
Habitación;San Borja;1;0;0;45;1600.0;442.0;67.0
Casa;Mi Perú;2;1;1;65;1400.0;;
Casa;Mi Perú;2;1;0;60;1000.0;;
